season,team,offense_completion_percentage,offense_total_yards_gained_pass,offense_total_yards_gained_run,offense_ave_yards_gained_pass,offense_ave_yards_gained_run,offense_n_plays_pass,offense_n_plays_run,offense_n_interceptions,offense_n_fumbles_lost_pass,offense_n_fumbles_lost_run,offense_total_epa_pass,offense_total_epa_run,offense_ave_epa_pass,offense_ave_epa_run,offense_total_wpa_pass,offense_total_wpa_run,offense_ave_wpa_pass,offense_ave_wpa_run,offense_success_rate_pass,offense_success_rate_run,defense_completion_percentage,defense_total_yards_gained_pass,defense_total_yards_gained_run,defense_ave_yards_gained_pass,defense_ave_yards_gained_run,defense_n_plays_pass,defense_n_plays_run,defense_n_interceptions,defense_n_fumbles_lost_pass,defense_n_fumbles_lost_run,defense_total_epa_pass,defense_total_epa_run,defense_ave_epa_pass,defense_ave_epa_run,defense_total_wpa_pass,defense_total_wpa_run,defense_ave_wpa_pass,defense_ave_wpa_run,defense_success_rate_pass,defense_success_rate_run,points_scored,points_allowed,wins,losses,ties,score_differential
1999,DET,0.525203252,3639,1214,5.917073171,3.549707602,615,342,14,2,4,-5.34247907,-58.21264974,-0.008686958,-0.170212426,-0.546494869,-2.067207695,-0.000889,-0.006044467,0.409756098,0.333333333,0.570967742,3654,1538,5.893548387,4.068783069,620,378,16,8,7,-5.649186365,-64.85071194,-0.009111591,-0.17156273,-0.412967628,-1.523910094,-0.000666,-0.004031508,0.435483871,0.35978836,322,323,8,8,0,-1
1999,GB,0.538704581,3892,1486,6.14849921,3.941644562,633,377,23,7,5,1.700750479,-38.00615597,0.00268681,-0.100812085,0.87063808,-1.161353683,0.001375416,-0.003080514,0.412322275,0.392572944,0.536412078,3456,1781,6.138543517,3.87173913,563,460,25,2,8,19.88796555,-57.93773333,0.035324983,-0.125951594,-0.533236917,-1.375958798,-0.000947,-0.002991215,0.419182948,0.363043478,357,341,8,8,0,16
1999,IND,0.601083032,3980,1583,7.184115523,3.977386935,554,398,17,6,5,83.24782717,-32.55320487,0.150266836,-0.081791972,1.494450027,-1.5406971,0.002697563,-0.003871098,0.451263538,0.35678392,0.54180602,3454,1708,5.775919732,4.302267003,598,397,9,6,5,11.93034635,-46.4486762,0.019950412,-0.116999184,-0.72678445,-1.600999029,-0.001215359,-0.004032743,0.439799331,0.40302267,423,333,13,3,0,90
1999,JAX,0.561403509,3501,2059,6.142105263,4.15959596,570,495,10,3,3,66.73716197,-15.06709782,0.11708274,-0.030438581,0.776879684,-0.956517191,0.001362947,-0.001932358,0.464912281,0.393939394,0.501754386,2846,1432,4.992982456,3.901907357,570,367,18,4,5,-65.99331136,-67.29147517,-0.115777739,-0.183355518,-2.633503252,-2.320135232,-0.004620181,-0.006321894,0.371929825,0.326975477,396,217,14,2,0,179
1999,KC,0.563218391,3210,2081,6.149425287,4.088408644,522,509,13,4,4,38.30296635,-47.32521467,0.07337733,-0.092976846,0.237185271,-2.192001684,0.000454378,-0.004306487,0.446360153,0.333988212,0.512274959,3442,1563,5.633387889,3.888059701,611,402,25,7,10,-89.57530104,-67.60266553,-0.146604421,-0.168165835,-2.804604675,-2.030275132,-0.004590188,-0.005050436,0.404255319,0.350746269,390,322,9,7,0,68
1999,LA,0.612204724,3983,1945,7.840551181,5.025839793,508,387,13,6,7,141.1240714,-9.375113349,0.27780329,-0.024225099,2.103191069,-0.57394072,0.00414014,-0.001483051,0.50984252,0.42377261,0.49750416,3329,1135,5.539101498,3.58044164,601,317,25,5,1,-105.7172777,-59.72534801,-0.175902292,-0.188408038,-1.250434338,-1.344260406,-0.00208059,-0.004240569,0.386023295,0.299684543,526,242,13,3,0,284
1999,LAC,0.526570048,3224,1227,5.191626409,3.052238806,621,402,24,4,6,-67.30252959,-87.59173229,-0.108377664,-0.217889881,-2.18391748,-2.366437904,-0.003516775,-0.005886661,0.39452496,0.2960199,0.539655172,3566,1282,6.148275862,3.037914692,580,422,13,4,6,34.77770726,-82.51360928,0.059961564,-0.19552988,0.132806487,-3.345305448,0.000228977,-0.007927264,0.431034483,0.31042654,269,316,8,8,0,-47
1999,LV,0.538053097,3590,2057,6.353982301,4.321428571,565,476,13,6,5,54.53343309,-11.93753651,0.096519351,-0.025078858,0.574149321,-0.829608608,0.001016193,-0.001742875,0.444247788,0.403361345,0.518324607,3262,1556,5.692844677,4.031088083,573,386,19,6,6,-18.58187576,-48.16816519,-0.032429103,-0.124787993,-1.121472466,-0.895885838,-0.001957195,-0.002320948,0.403141361,0.352331606,390,329,8,8,0,61
1999,MIA,0.524350649,3407,1459,5.530844156,3.346330275,616,436,21,8,3,-66.24149138,-64.55002761,-0.107534889,-0.148050522,-1.844787933,-1.996884922,-0.002994786,-0.004580011,0.409090909,0.325688073,0.495126706,2904,1454,5.660818713,3.681012658,513,395,18,4,3,-45.09584392,-63.28548437,-0.087906128,-0.160216416,-2.238092885,-1.946675718,-0.004362754,-0.004928293,0.356725146,0.313924051,326,336,9,7,0,-10
1999,MIN,0.559352518,3908,1811,7.028776978,4.427872861,556,409,21,8,6,38.98995073,-29.21523888,0.070125811,-0.071430902,0.892145502,-0.922000414,0.001604578,-0.00225428,0.451438849,0.430317848,0.576323988,3929,1593,6.119937695,3.914004914,642,407,12,7,9,49.76561617,-68.60388372,0.077516536,-0.168559911,0.98552986,-1.92818019,0.001535093,-0.004737543,0.448598131,0.358722359,399,335,10,6,0,64
1999,NE,0.511824324,3620,1433,6.114864865,3.547029703,592,404,21,6,5,-43.45443705,-74.11271023,-0.073402765,-0.183447303,-3.085076255,-2.328994891,-0.005211277,-0.005764839,0.408783784,0.314356436,0.523297491,3015,1788,5.403225806,3.788135593,558,472,16,7,6,-27.96426758,-74.18370414,-0.050115175,-0.157168865,-1.962837208,-2.073981365,-0.003517629,-0.004394028,0.374551971,0.343220339,299,284,8,8,0,15
1999,NO,0.482112436,3279,1668,5.586030664,3.706666667,587,450,26,1,6,-66.30179562,-73.27694077,-0.112950248,-0.162837646,-1.041784301,-2.386356876,-0.00177476,-0.005303015,0.373083475,0.357777778,0.544090056,3510,1738,6.585365854,4.157894737,533,418,19,8,5,13.65050357,-16.84550632,0.025610701,-0.040300254,0.074386886,-0.700654737,0.000139563,-0.001676208,0.429643527,0.435406699,260,434,3,13,0,-174
1999,NYG,0.546875,3734,1386,5.834375,3.323741007,640,417,18,5,7,-21.60879731,-78.18186258,-0.033763746,-0.187486481,-2.538542458,-1.519128612,-0.003966473,-0.003642994,0.4265625,0.321342926,0.540037244,3382,1548,6.297951583,3.550458716,537,436,17,4,3,15.99953699,-72.95374553,0.029794296,-0.167325104,-1.113577023,-3.240703634,-0.0020737,-0.007432806,0.415270019,0.350917431,299,358,7,9,0,-59
1999,NYJ,0.528599606,2762,1968,5.447731755,4.187234043,507,470,16,2,2,7.03786302,-42.31046891,0.013881387,-0.090022274,-1.639766762,-0.989363085,-0.003234254,-0.002105028,0.388560158,0.387234043,0.537162162,3669,1688,6.197635135,4.06746988,592,415,23,6,5,-17.88734882,-26.25213701,-0.030215116,-0.063258161,-2.36388742,-0.452080834,-0.003993053,-0.001089351,0.425675676,0.356626506,308,309,8,8,0,-1
1999,PHI,0.450676983,2053,1745,3.97098646,4.276960784,517,408,17,9,8,-139.0539087,-42.26875101,-0.268963073,-0.10359988,-5.102679797,-1.26738916,-0.009869787,-0.003106346,0.323017408,0.345588235,0.53577371,3461,1940,5.758735441,3.943089431,601,492,28,10,7,-84.84136816,-44.57079038,-0.141167002,-0.090591037,-3.43138018,-1.399081356,-0.005709451,-0.002843661,0.415973378,0.37601626,272,357,5,11,0,-85
1999,PIT,0.524647887,2814,1990,4.954225352,4.180672269,568,476,18,1,5,-59.19212653,-15.71334558,-0.10421149,-0.03301123,-2.619414333,-1.360774007,-0.004611645,-0.002858769,0.411971831,0.420168067,0.492929293,2903,1892,5.864646465,4.483412322,495,422,11,7,5,-32.3458041,-22.20784231,-0.065345059,-0.052625219,-0.769254847,-1.084713028,-0.00155405,-0.00257041,0.371717172,0.374407583,317,320,6,10,0,-3
1999,SEA,0.513513514,3386,1406,6.100900901,3.559493671,555,395,16,7,7,3.557100595,-87.49439945,0.00640919,-0.221504809,-1.129485346,-1.45855716,-0.002035109,-0.00369255,0.425225225,0.321518987,0.516393443,3417,1918,5.601639344,4.098290598,610,468,28,4,1,-61.25952997,-19.64617684,-0.100425459,-0.04197901,-1.719810851,-0.890443712,-0.002819362,-0.001902658,0.4,0.38034188,338,298,9,7,0,40
1999,SF,0.545918367,3259,2064,5.542517007,5.096296296,588,405,18,6,4,-48.99101039,7.405263936,-0.083318045,0.018284602,-2.156803105,-0.190968387,-0.003668032,-0.000472,0.404761905,0.437037037,0.580110497,4061,1619,7.478821363,3.92961165,543,412,11,2,3,120.9517059,-47.03165568,0.222747156,-0.114154504,2.407592938,-1.515884186,0.004433873,-0.003679331,0.47145488,0.356796117,295,453,4,12,0,-158
1999,TB,0.548453608,2401,1794,4.950515464,3.698969072,485,485,15,8,8,-64.83462448,-83.8142489,-0.133679638,-0.172812884,-3.32623908,-3.218081498,-0.006858225,-0.00663522,0.389690722,0.309278351,0.496688742,2844,1408,4.708609272,3.988668555,604,353,19,5,3,-118.928207,-34.70757443,-0.196901005,-0.098321741,-4.21218235,-1.583203241,-0.006973812,-0.004484995,0.347682119,0.373937677,270,235,11,5,0,35
1999,TEN,0.550458716,3452,1791,6.333944954,4.070454545,545,440,12,5,4,23.83811468,-14.50086819,0.04373966,-0.032956519,0.999991217,-0.900355372,0.001834846,-0.002046262,0.423853211,0.381818182,0.504950495,3636,1539,6,4.104,606,375,15,9,10,32.7568538,-71.41581672,0.054054214,-0.190442178,-1.539547451,-2.653024379,-0.002540507,-0.007074732,0.429042904,0.402666667,392,324,13,3,0,68
1999,WAS,0.569148936,3912,1988,6.936170213,4.538812785,564,438,14,7,2,50.63854782,25.87455918,0.089784659,0.059074336,0.847144507,0.391864637,0.001502029,0.000894668,0.432624113,0.45890411,0.523424879,3693,1964,5.966074313,4.546296296,619,432,21,7,5,5.703120558,-7.961130569,0.009213442,-0.018428543,-1.840773417,-0.382100889,-0.002973786,-0.000884,0.407108239,0.37962963,443,377,10,6,0,66
2000,ARI,0.53516295,3161,1258,5.421955403,3.678362573,583,342,23,8,7,-75.53218843,-71.01234686,-0.129557785,-0.207638441,-1.309192172,-2.375274847,-0.002245613,-0.006945248,0.394511149,0.365497076,0.616842105,3111,2549,6.549473684,4.471929825,475,570,8,5,5,78.63567197,32.5151987,0.165548783,0.057044208,-0.428851631,0.4552327,-0.000903,0.000798654,0.467368421,0.447368421,210,443,3,13,0,-233
2000,ATL,0.492982456,2753,1186,4.829824561,3.447674419,570,344,20,6,5,-139.4599034,-68.52308512,-0.244666497,-0.199195015,-3.954575759,-1.99980528,-0.006937852,-0.005813387,0.373684211,0.340116279,0.556377079,3597,1976,6.648798521,4.362030905,541,453,15,5,3,40.79553923,-20.40988114,0.075407651,-0.045054925,-0.954632786,-0.319578524,-0.001764571,-0.000705,0.443622921,0.370860927,252,413,4,12,0,-161
2000,BAL,0.522058824,2768,2161,5.088235294,4.262327416,544,507,19,4,2,-44.71128341,-17.38564788,-0.082189859,-0.034291219,-2.651649857,-0.282001234,-0.004874356,-0.000556,0.397058824,0.406311637,0.526978417,2994,945,5.384892086,2.639664804,556,358,22,9,14,-83.9058631,-129.1440017,-0.150909826,-0.360737435,-2.274094112,-3.188465502,-0.004090097,-0.008906328,0.386690647,0.287709497,333,165,12,4,0,168
2000,BUF,0.525846702,3362,1840,5.992869875,4.079822616,561,451,8,5,5,-0.324520146,-59.01557513,-0.000578,-0.130854934,0.937267666,0.025563039,0.001670709,5.67E-05,0.431372549,0.368070953,0.542510121,2727,1409,5.520242915,3.58524173,494,393,14,9,3,-31.57750307,-51.0714735,-0.063922071,-0.129952859,-0.990955416,-1.058077891,-0.002005983,-0.00269231,0.390688259,0.340966921,315,350,8,8,0,-35
2000,CAR,0.53525641,3434,1175,5.503205128,3.376436782,624,348,19,12,2,-40.0499835,-39.15058301,-0.064182666,-0.112501675,-2.889064938,-0.963956114,-0.004629912,-0.002769989,0.453525641,0.318965517,0.604852686,3690,1920,6.395147314,4.648910412,577,413,17,10,7,16.17685994,-26.16949663,0.028036152,-0.063364399,-0.477286105,-0.065518034,-0.000827,-0.000159,0.45407279,0.418886199,310,310,7,9,0,0
2000,CHI,0.528998243,2773,1715,4.873462214,4.162621359,569,412,14,5,7,-98.7983257,-39.11298299,-0.173635019,-0.094934425,-2.331174357,-1.181547489,-0.004096967,-0.002867834,0.386643234,0.398058252,0.584805654,3412,1781,6.028268551,3.87173913,566,460,11,5,3,10.70208216,-23.66517153,0.018908272,-0.051446025,-2.45058464,-0.475363073,-0.004329655,-0.001033398,0.45229682,0.363043478,216,355,5,11,0,-139
2000,CIN,0.412825651,1944,2182,3.895791583,4.593684211,499,475,14,9,6,-138.8966092,-26.29002984,-0.278349918,-0.055347431,-3.300722169,-0.564284148,-0.006614674,-0.001187967,0.306613226,0.385263158,0.5625,3534,1894,6.310714286,3.810865191,560,497,9,3,7,82.98578602,-67.98705535,0.148188904,-0.13679488,1.651530478,-1.088635685,0.002949162,-0.002190414,0.433928571,0.364185111,185,359,4,12,0,-174
2000,CLE,0.535783366,2434,1057,4.707930368,3.18373494,517,332,19,5,2,-120.1907518,-67.42313414,-0.232477276,-0.203081729,-1.675913808,-1.600286887,-0.003241613,-0.004820141,0.332688588,0.295180723,0.497120921,3102,2384,5.953934741,4.082191781,521,584,12,5,4,28.29347181,9.988792141,0.054306088,0.017104096,-0.841340727,0.65449232,-0.001614857,0.001120706,0.422264875,0.417808219,161,419,3,13,0,-258
2000,DAL,0.524109015,2472,1938,5.182389937,4.222222222,477,459,21,8,7,-73.71930587,-13.21624273,-0.154547811,-0.028793557,-2.321896308,-0.955572322,-0.004867707,-0.002086402,0.385744235,0.433551198,0.577731092,2640,2554,5.546218487,4.855513308,476,526,14,4,3,5.198170209,19.02201135,0.010920526,0.03616352,0.221820298,0.366801392,0.000466009,0.000697341,0.424369748,0.458174905,294,361,5,11,0,-67
2000,DEN,0.586148649,4156,2303,7.02027027,4.515686275,592,510,12,6,5,82.69414095,4.274970906,0.139686049,0.008382296,1.84073331,1.515779053,0.003109347,0.002972116,0.488175676,0.411764706,0.500821018,3900,1566,6.403940887,4.592375367,609,341,27,6,7,-13.91395428,-35.65922132,-0.022847216,-0.104572497,-1.612857141,-0.152218786,-0.00264837,-0.000446,0.403940887,0.337243402,485,369,11,5,0,116
2000,DET,0.503676471,2668,1742,4.904411765,3.905829596,544,446,17,6,4,-98.52126276,-35.37052285,-0.181105262,-0.079306105,-3.558785466,-0.817914831,-0.006541885,-0.00183389,0.369485294,0.374439462,0.54159292,3146,1787,5.568141593,4.295673077,565,416,24,7,7,-66.01033415,-30.86779053,-0.11683245,-0.07420142,-3.086205591,-1.431889594,-0.005462311,-0.003442042,0.415929204,0.362980769,307,307,9,7,0,0
2000,GB,0.544303797,3634,1631,5.75,4.05721393,632,402,16,12,3,-4.174760279,-14.09054352,-0.006605633,-0.035051103,-1.436275844,-0.230594647,-0.002272588,-0.000574,0.417721519,0.373134328,0.51965812,3432,1538,5.866666667,3.760391198,585,409,19,2,2,29.57477751,-41.35031525,0.050555175,-0.101101015,1.367117344,-0.986159305,0.002336953,-0.002411147,0.423931624,0.371638142,353,323,9,7,0,30
2000,IND,0.602389078,4259,1819,7.267918089,4.25,586,428,14,4,8,134.8387897,-14.78421009,0.230100324,-0.034542547,2.359683278,-0.468931126,0.004026763,-0.001100777,0.489761092,0.411214953,0.552028219,3378,1916,5.957671958,4.315315315,567,444,14,4,3,-8.803556823,4.53695762,-0.015526555,0.010218373,0.007078329,-0.258482591,1.25E-05,-0.000582,0.417989418,0.418918919,429,326,10,6,0,103
2000,JAX,0.557788945,3665,1966,6.139028476,4.165254237,597,472,15,7,5,30.47686018,-23.40517162,0.051050017,-0.049587228,-0.382346797,-1.156296281,-0.00064,-0.00244978,0.462311558,0.366525424,0.515151515,3133,1654,6.329292929,3.846511628,495,430,12,7,6,19.00275824,-39.96269102,0.038389411,-0.092936491,0.584361501,-2.376775602,0.001180528,-0.005553214,0.391919192,0.344186047,367,327,7,9,0,40
2000,KC,0.55,3831,1335,6.605172414,3.847262248,580,347,14,6,4,37.65650676,-44.48095324,0.064925012,-0.128187185,-0.674868222,-1.059676549,-0.001163566,-0.003053823,0.443103448,0.337175793,0.608303249,3316,1759,5.985559567,4.168246445,554,422,14,3,9,49.88289982,-36.04420964,0.090041335,-0.085412819,-0.247784364,-0.743784984,-0.000447,-0.001762524,0.463898917,0.369668246,355,354,7,9,0,1
2000,LA,0.594594595,5134,1822,8.162162162,4.769633508,629,382,23,6,2,138.8783739,29.32384754,0.220792327,0.076763999,2.61395931,1.077316459,0.004155738,0.0028202,0.491255962,0.429319372,0.548780488,3698,1671,6.442508711,4.444148936,574,376,18,2,2,56.7005698,8.95349943,0.09878148,0.023812498,0.338883775,0.387654891,0.00059039,0.001030997,0.456445993,0.396276596,540,471,10,6,0,69
2000,LAC,0.490533563,2997,1001,5.158347676,2.979166667,581,336,29,6,11,-82.72714001,-90.39589477,-0.142387504,-0.269035401,-4.053946509,-3.078218381,-0.006977533,-0.009161364,0.376936317,0.3125,0.542649728,3235,1282,5.871143376,2.995327103,551,428,15,2,2,10.924294,-90.83179673,0.019826305,-0.212223824,-0.214767158,-1.643441775,-0.00039,-0.003839817,0.442831216,0.278037383,269,440,1,15,0,-171
2000,LV,0.562753036,3223,2402,6.524291498,4.700587084,494,511,11,3,6,94.93577304,1.487482498,0.192177678,0.002910925,1.511039668,-0.988481879,0.003058785,-0.001934407,0.457489879,0.381604697,0.560897436,3629,1468,5.815705128,3.946236559,624,372,20,6,9,-12.34216732,-53.60199562,-0.019779114,-0.144091386,-0.009551252,-0.533826552,-1.53E-05,-0.001435018,0.439102564,0.376344086,479,299,12,4,0,180
2000,MIA,0.53699284,2404,1684,5.737470167,3.750556793,419,449,16,2,7,15.16770985,-53.1937811,0.036199785,-0.118471673,-0.351979922,-1.026341902,-0.00084,-0.002285839,0.412887828,0.35857461,0.495274102,2633,1629,4.97731569,4.187660668,529,389,26,5,4,-73.14503472,-45.15220304,-0.138270387,-0.116072501,-0.37770567,-0.311602457,-0.000714,-0.000801,0.372400756,0.370179949,323,226,11,5,0,97
2000,MIN,0.580952381,3821,2085,7.278095238,4.929078014,525,423,16,5,3,86.0478706,25.16718281,0.163900706,0.059496886,3.096459002,0.965618337,0.005898017,0.002282786,0.478095238,0.41607565,0.601317957,3857,1780,6.354200988,4.506329114,607,395,7,7,1,77.85925522,-0.905847527,0.128268954,-0.002293285,0.832031018,-0.001564848,0.001370727,-3.96E-06,0.492586491,0.415189873,397,371,11,5,0,26
2000,NE,0.533661741,3137,1392,5.151067323,3.267605634,609,426,15,6,4,-30.70106043,-72.97824598,-0.05041225,-0.171310437,-2.120766119,-1.502116497,-0.003482375,-0.003526095,0.407224959,0.328638498,0.557319224,3429,1783,6.047619048,3.653688525,567,488,10,4,8,47.25177454,-54.01332172,0.083336463,-0.110683036,1.230823751,-0.871848234,0.002170765,-0.001786574,0.444444444,0.360655738,276,338,5,11,0,-62
2000,NO,0.549905838,3288,2005,6.192090395,4.083503055,531,491,14,2,6,32.62519745,-20.86721364,0.06144105,-0.042499417,-0.120357518,-0.090828705,-0.000227,-0.000185,0.435028249,0.411405295,0.513661202,3032,1620,5.52276867,4.164524422,549,389,20,9,3,-66.53218039,-11.6013228,-0.121187942,-0.029823452,-2.914834361,-0.051898715,-0.005309352,-0.000133,0.406193078,0.380462725,354,305,10,6,0,49
2000,NYG,0.560798548,3333,1998,6.049001815,3.948616601,551,506,12,5,5,67.97057244,-57.40962546,0.123358571,-0.113457758,0.028118505,-0.695781161,5.10E-05,-0.001375062,0.451905626,0.343873518,0.517515924,3387,1116,5.393312102,3.179487179,628,351,20,3,5,-6.087883774,-67.83788648,-0.009694082,-0.193270332,-2.903013151,-2.009972362,-0.004622632,-0.005726417,0.415605096,0.304843305,328,246,12,4,0,82
2000,NYJ,0.538580247,3896,1422,6.012345679,3.51980198,648,404,25,5,5,-6.113150692,-60.09186312,-0.009433875,-0.148742235,-0.887118552,-1.459310311,-0.00136901,-0.003612154,0.430555556,0.339108911,0.476449275,2923,1870,5.295289855,3.987206823,552,469,20,6,7,-51.68512331,-51.55201571,-0.09363247,-0.10991901,-2.078594298,-2.571024471,-0.003765569,-0.005481929,0.369565217,0.360341151,321,321,9,7,0,0
2000,PHI,0.532467532,3078,1847,4.996753247,4.748071979,616,389,13,3,7,-4.545320242,0.186625194,-0.007378767,0.000479756,-1.058944685,-0.332684783,-0.001719066,-0.000855,0.399350649,0.40874036,0.522689076,2906,1795,4.884033613,4.006696429,595,448,17,6,5,-84.74076939,-28.61800284,-0.142421461,-0.063879471,-2.665640951,-1.694302876,-0.004480069,-0.003781926,0.388235294,0.370535714,351,245,11,5,0,106
2000,PIT,0.450733753,2481,2182,5.201257862,4.196153846,477,520,10,4,3,-43.97386357,-12.0570427,-0.092188393,-0.023186621,-2.690602212,0.7832829,-0.005640675,0.001506313,0.368972746,0.388461538,0.501805054,2995,1668,5.406137184,3.990430622,554,418,16,9,7,-38.48252629,-80.0846698,-0.069463044,-0.191590119,-0.843426406,-2.194321291,-0.00152243,-0.005249572,0.364620939,0.337320574,321,255,9,7,0,66
2000,SEA,0.554744526,2923,1693,5.333941606,4.243107769,548,399,21,6,7,-29.44519773,-21.70040951,-0.053732113,-0.054386991,-1.322584402,-0.486395419,-0.002413475,-0.001219036,0.410583942,0.385964912,0.596078431,3828,2454,7.505882353,4.917835671,510,499,17,5,6,76.80361891,-2.091431836,0.150595331,-0.004191246,1.247022575,0.520295874,0.002445142,0.001042677,0.484313725,0.414829659,320,405,6,10,0,-85
2000,SF,0.603015075,4205,1762,7.043551089,4.329238329,597,407,9,5,4,120.0041826,-18.48136662,0.201012031,-0.045408763,1.834591425,-0.69547388,0.003073017,-0.001708781,0.462311558,0.385749386,0.533219761,3829,1749,6.522998296,4.096018735,587,427,12,3,4,55.87086004,26.37052018,0.095180341,0.061757658,1.46653763,0.863794566,0.002498361,0.002022938,0.453151618,0.423887588,388,422,6,10,0,-34
